,Name,Artists,Genre,solo_genre,og_genre_count
4343,Gone,Kanye West,"Rap,Producer",rap,2
4345,Gone,Montgomery Gentry,Pop,pop,1
4346,"Gone, Gone, Gone",Phillip Phillips,"Folk Rock,Pop-Rock,Rock",rock,3
4347,"Gone, Gone, Gone",Phillip Phillips,"Folk Rock,Pop-Rock,Rock",pop,3
4348,Gonna,Blake Shelton,"Country,Pop",country,2
4349,Gonna,Blake Shelton,"Country,Pop",pop,2
4351,Gonna Get This,Hannah Montana,"Disney,Soundtrack,Pop",pop,3
4352,Gonna Know We Were Here,Jason Aldean,"Country,Rock",country,2
4353,Gonna Know We Were Here,Jason Aldean,"Country,Rock",rock,2
4354,Gonna Wanna Tonight,Chase Rice,Country,country,1
4355,Gonorrhea,Lil Wayne,Rap,rap,1
4356,Good As You,Kane Brown,Country,country,1
4357,Good Directions,Billy Currington,"Country,Rock",country,2
4358,Good Directions,Billy Currington,"Country,Rock",rock,2
4360,Good Drank,"2 Chainz, Gucci Mane, Quavo","Atlanta,Trap,Rap",rap,3
4361,Good Feeling,Flo Rida,Rap,rap,1
4362,Good For You,Selena Gomez,"Rap,Pop",rap,2
4363,Good For You,Selena Gomez,"Rap,Pop",pop,2
4365,Good Form,Nicki Minaj,"Remix,Rap",rap,2
4366,Good Girl,Carrie Underwood,Country,country,1
4367,Good Girl,Dustin Lynch,"Pop,Country",pop,2
4368,Good Girl,Dustin Lynch,"Pop,Country",country,2
4370,Good Girls,5 Seconds Of Summer,"Australia,Punk Rock,Pop-Rock,Pop,Rock",rock,5
4371,Good Girls,5 Seconds Of Summer,"Australia,Punk Rock,Pop-Rock,Pop,Rock",pop,5
4372,Good Girls Go Bad,Cobra Starship,"Alternative,Blues,Rock",alternative/indie,3
4374,Good Girls Go Bad,Cobra Starship,"Alternative,Blues,Rock",rock,3
4375,Good Good Night,Roscoe Dash,Rap,rap,1
4377,Good Guy,Eminem,"Canada,Pop,Rap",pop,3
4378,Good Guy,Eminem,"Canada,Pop,Rap",rap,3
4379,Good Is Good,Sheryl Crow,"Country,Rock",country,2
4380,Good Is Good,Sheryl Crow,"Country,Rock",rock,2
4381,Good Kisser,Usher,"R&;B,Pop",r&b,2
4382,Good Kisser,Usher,"R&;B,Pop",pop,2
4384,Good Life,G,"Soundtrack,R&;B,Rap",r&b,3
4385,Good Life,G,"Soundtrack,R&;B,Rap",rap,3
4387,Good Life,Kanye West,"Producer,Rap",rap,2
4388,Good Life,OneRepublic,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Rock",pop,5
4389,Good Life,OneRepublic,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Rock",alternative/indie,5
4391,Good Life,OneRepublic,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Rock",rock,5
4392,Good Little Girls,Blue County,Country,country,1
4393,Good Lovin,Ludacris,"R&;B,Rap",r&b,2
4394,Good Lovin,Ludacris,"R&;B,Rap",rap,2
4395,Good Luck Charm,Jagged Edge,R&;B,r&b,1
4396,Good Morning,Chamillionaire,"Pop,Rap",pop,2
4397,Good Morning,Chamillionaire,"Pop,Rap",rap,2
4398,Good Morning Beautiful,Steve Holy,Country,country,1
4400,Good Old Days,Macklemore,"Adult Contemporary,Piano,Pop,Rap",pop,4
4401,Good Old Days,Macklemore,"Adult Contemporary,Piano,Pop,Rap",rap,4
4402,Good Ride Cowboy,Garth Brooks,"Country,Rock",country,2
4403,Good Ride Cowboy,Garth Brooks,"Country,Rock",rock,2
4404,Good Thing,Sage The Gemini,"Pop,R&;B,Rap",pop,3
4405,Good Thing,Sage The Gemini,"Pop,R&;B,Rap",r&b,3
4406,Good Thing,Sage The Gemini,"Pop,R&;B,Rap",rap,3
4407,Good Time,Alan Jackson,Country,country,1
4408,Good Time,"Owl City, Carly Rae Jepsen","Electro-Pop,Dance-Pop,Pop",pop,3
4409,Good Times,Styles,Rap,rap,1
4410,Good Times,Tommy Lee,"Rock,Pop",rock,2
4411,Good Times,Tommy Lee,"Rock,Pop",pop,2
4412,Good To Be Alive,Andy Grammer,Pop,pop,1
4413,Good Vibrations,Glee Cast,"House,New Jack Swing,Funk,R&;B,TV,Screen,Soundtrack,Cover,Pop",dance/electronic/house,9
4415,Good Vibrations,Glee Cast,"House,New Jack Swing,Funk,R&;B,TV,Screen,Soundtrack,Cover,Pop",r&b,9
4416,Good Vibrations,Glee Cast,"House,New Jack Swing,Funk,R&;B,TV,Screen,Soundtrack,Cover,Pop",pop,9
4417,Goodbye,Jagged Edge,"R&;B,Pop",r&b,2
4418,Goodbye,Jagged Edge,"R&;B,Pop",pop,2
4419,Goodbye,Kristinia DeBarge,"Electro-Pop,Dance-Pop,Pop",pop,3
4420,Goodbye,Who Is Fancy,Pop,pop,1
4421,Goodbye Earl,Dixie Chicks,Country,country,1
4422,Goodbye For Now,P.O.D.,Rock,rock,1
4423,Goodbye In Her Eyes,Zac Brown Band,"Country,Rock",country,2
4424,Goodbye In Her Eyes,Zac Brown Band,"Country,Rock",rock,2
4426,Goodbye My Lover,James Blunt,"Ballad,UK,Pop",pop,3
4427,Goodbye Time,Blake Shelton,Country,country,1
4428,Goodbye To You,Michelle Branch,"Pop-Rock,Pop",pop,2
4429,Goodbye Town,Lady Antebellum,"Country,Rock",country,2
4430,Goodbye Town,Lady Antebellum,"Country,Rock",rock,2
4431,Goodies,Ciara,"R&;B,Rap",r&b,2
4432,Goodies,Ciara,"R&;B,Rap",rap,2
4433,Goodnight Kiss,Randy Houser,"Country,Rock",country,2
4434,Goodnight Kiss,Randy Houser,"Country,Rock",rock,2
4435,Goodnight N Go,Ariana Grande,"Trap,Synth-Pop,Electro-Pop,R&;B,Pop",rap,5
4436,Goodnight N Go,Ariana Grande,"Trap,Synth-Pop,Electro-Pop,R&;B,Pop",pop,5
4437,Goodnight N Go,Ariana Grande,"Trap,Synth-Pop,Electro-Pop,R&;B,Pop",r&b,5
4439,Goosebumps,Travis Scott,"Memes,Trap,Rap",rap,3
4440,Gorgeous,Taylor Swift,"Trap,Electro-Pop,Pop",rap,3
4441,Gorgeous,Taylor Swift,"Trap,Electro-Pop,Pop",pop,3
4442,Gorilla,Bruno Mars,"Pop-Rock,Soul Pop,Soul,Rock,R&;B,Pop",pop,6
4444,Gorilla,Bruno Mars,"Pop-Rock,Soul Pop,Soul,Rock,R&;B,Pop",rock,6
4445,Gorilla,Bruno Mars,"Pop-Rock,Soul Pop,Soul,Rock,R&;B,Pop",r&b,6
4446,Gossip Folks,"Missy ""Misdemeanor"" Elliott","Hip-Hop,Rap",hip hop,2
4447,Gossip Folks,"Missy ""Misdemeanor"" Elliott","Hip-Hop,Rap",rap,2
4448,Got 2 Luv U,Sean Paul,"Pop,Rap",pop,2
4449,Got 2 Luv U,Sean Paul,"Pop,Rap",rap,2
4450,Got It All,"Eve, Jadakiss",Rap,rap,1
4452,Got It Twisted,Mobb Deep,"East Coast,Rap",rap,2
4453,Got Me Going,DAY26,Pop,pop,1
4454,Got Money,Lil Wayne,Rap,rap,1
4455,Got My Country On,Chris Cagle,Pop,pop,1
4456,Got Some Teeth,Obie Trice,Rap,rap,1
4457,Got To Get It,Sisqo,R&;B,r&b,1
4459,Got Ur Self A...,Nas,"Beef,Rap",rap,2
4460,Got Your Back,T.I.,Rap,rap,1
4461,Got Your Money,Ol' Dirty Bastard,Rap,rap,1
4462,Gots Ta Be,B2K,"R&;B,Rap",r&b,2
4463,Gots Ta Be,B2K,"R&;B,Rap",rap,2
4464,Gotta Be Somebody,Nickelback,"Pop-Rock,Rock",pop,2
4465,Gotta Be Somebody,Nickelback,"Pop-Rock,Rock",rock,2
4467,Gotta Find You,Joe Jonas,"Disney,Soundtrack,Pop",pop,3
4468,Gotta Get Thru This,Daniel Bedingfield,Pop,pop,1
4469,Gotta Getcha,Jermaine Dupri,Pop,pop,1
4470,Gotta Go,Trey Songz,R&;B,r&b,1
4471,Gotta Go Solo,Patti LaBelle,Pop,pop,1
4472,Gotta Have It,Jay Z Kanye West,"Rap,Producer",rap,2
4474,Gotta Lotta,2 Chainz,Rap,rap,1
4475,Gotta Make It,Trey Songz,"R&;B,Rap",r&b,2
4476,Gotta Make It,Trey Songz,"R&;B,Rap",rap,2
4477,Gotta Man,Eve,Rap,rap,1
4479,Gotta Tell You,Samantha Mumba,"Ireland,Pop",pop,2
4480,Gotti,6ix9ine,"R&;B,Hip-Hop,East Coast,Cloud Rap,Trap,Rap",r&b,6
4481,Gotti,6ix9ine,"R&;B,Hip-Hop,East Coast,Cloud Rap,Trap,Rap",hip hop,6
4483,Gotti,6ix9ine,"R&;B,Hip-Hop,East Coast,Cloud Rap,Trap,Rap",rap,6
4485,Government Official,Future,"Atlanta,Trap,Rap",rap,3
4487,Grace Kelly,MIKA,"UK,Power Pop,Glam Rock,Pop,Rock",pop,5
4488,Grace Kelly,MIKA,"UK,Power Pop,Glam Rock,Pop,Rock",rock,5
4489,Graduation,Vitamin C,Rock,rock,1
4490,Grammys,Drake,"Trap,Canada,Rap",rap,3
4492,Grass Ain't Greener,Chris Brown,"Trap,Alternative R&;B,Rap,R&;B",rap,4
4493,Grass Ain't Greener,Chris Brown,"Trap,Alternative R&;B,Rap,R&;B",alternative/indie,4
4494,Grass Ain't Greener,Chris Brown,"Trap,Alternative R&;B,Rap,R&;B",r&b,4
4495,Gravity,John Mayer,"Blues Rock,Rock",rock,2
4497,Great Is Thy Faithfulness,Jordan Smith,"Christian,Screen,Pop",pop,3
4498,Greatest,Eminem,Rap,rap,1
4499,Greatest Love Of All,Whitney Houston,R&;B,r&b,1
4500,Greatest Love Story,LANCO,Country,country,1
4502,Greatest Time Of Year,"Aly, AJ","Christmas,Pop",pop,2
4503,Green Light,John Legend,"Pop,Electronic,Soul Pop,Soul,R&;B,Rap",pop,6
4504,Green Light,John Legend,"Pop,Electronic,Soul Pop,Soul,R&;B,Rap",dance/electronic/house,6
4506,Green Light,John Legend,"Pop,Electronic,Soul Pop,Soul,R&;B,Rap",r&b,6
4507,Green Light,John Legend,"Pop,Electronic,Soul Pop,Soul,R&;B,Rap",rap,6
4508,Green Light,Lorde,"Power Pop,Adult Alternative,Indie Pop,Disco,Dance-Pop,Electro-Pop,New Zealand,Alternative Pop,Alternative,Alternative Rock,Pop",pop,11
4509,Green Light,Lorde,"Power Pop,Adult Alternative,Indie Pop,Disco,Dance-Pop,Electro-Pop,New Zealand,Alternative Pop,Alternative,Alternative Rock,Pop",alternative/indie,11
4511,Green Light,Lorde,"Power Pop,Adult Alternative,Indie Pop,Disco,Dance-Pop,Electro-Pop,New Zealand,Alternative Pop,Alternative,Alternative Rock,Pop",rock,11
4512,Greenlight,Pitbull,"Rap,Pop",rap,2
4513,Greenlight,Pitbull,"Rap,Pop",pop,2
4515,Grenade,Bruno Mars,"Piano,Soul Pop,Soul,Ballad,Adult Contemporary,R&;B,Pop",pop,7
4516,Grenade,Bruno Mars,"Piano,Soul Pop,Soul,Ballad,Adult Contemporary,R&;B,Pop",r&b,7
4518,Grillz,Nelly,"Crunk,Dirty South,Hip-Hop,Rap",hip hop,4
4519,Grillz,Nelly,"Crunk,Dirty South,Hip-Hop,Rap",rap,4
4520,Grind With Me,Pretty Ricky,R&;B,r&b,1
4521,Grindin',Clipse,"Hip-Hop,East Coast,Hardcore Hip-Hop,Gangsta Rap,Gaming,Soundtrack,Rap",hip hop,7
4523,Grindin',Clipse,"Hip-Hop,East Coast,Hardcore Hip-Hop,Gangsta Rap,Gaming,Soundtrack,Rap",rap,7
4524,Grove St. Party,Waka Flocka Flame,Rap,rap,1
4525,Growing Pains,Alessia Cara,Pop,pop,1
4526,Grown Men Don't Cry,Tim McGraw,"Country,Rock",country,2
4527,Grown Men Don't Cry,Tim McGraw,"Country,Rock",rock,2
4528,Guap,Big Sean,Rap,rap,1
4529,Guardian Angel,XXXTENTACION,"Hip-Hop,Emo,Cloud Rap,Alternative,Emo Rap,Lo-Fi,Rap",hip hop,7
4531,Guardian Angel,XXXTENTACION,"Hip-Hop,Emo,Cloud Rap,Alternative,Emo Rap,Lo-Fi,Rap",rap,7
4532,Guardian Angel,XXXTENTACION,"Hip-Hop,Emo,Cloud Rap,Alternative,Emo Rap,Lo-Fi,Rap",alternative/indie,7
4534,Guatemala,Swae Lee,"Afrobeats,Dancehall,Pop,Rap",dance/electronic/house,4
4535,Guatemala,Swae Lee,"Afrobeats,Dancehall,Pop,Rap",pop,4
4536,Guatemala,Swae Lee,"Afrobeats,Dancehall,Pop,Rap",rap,4
4537,Gucci Flip Flops,Bhad Bhabie,"Hip-Hop,Rap",hip hop,2
4538,Gucci Flip Flops,Bhad Bhabie,"Hip-Hop,Rap",rap,2
4540,Gucci Gang,Lil Pump,"Memes,Trap,Rap",rap,3
4542,Gucci Gucci,Kreayshawn,"West Coast,Rap",rap,2
4543,Guerrilla Radio,Rage Against The Machine,"Rap Rock,Funk Rock,Heavy Metal,Rap,Rock",rock,5
4545,Guerrilla Radio,Rage Against The Machine,"Rap Rock,Funk Rock,Heavy Metal,Rap,Rock",rap,5
4546,Guess Who's Back,Scarface,Rap,rap,1
4548,Guilty Until Proven Innocent,Jay,"East Coast,Hip-Hop,Rap",hip hop,3
4549,Guilty Until Proven Innocent,Jay,"East Coast,Hip-Hop,Rap",rap,3
4550,Gummo,6ix9ine,"Cloud Rap,Hardcore Hip-Hop,Hip-Hop,Trap,Rap,East Coast",rap,6
4551,Gummo,6ix9ine,"Cloud Rap,Hardcore Hip-Hop,Hip-Hop,Trap,Rap,East Coast",hip hop,6
4553,Gun Smoke,21 Savage,"Trap,Rap",rap,2
4554,Guts Over Fear,Eminem,"Pop,Producer,SHADYXV,Rap",pop,4
4556,Guts Over Fear,Eminem,"Pop,Producer,SHADYXV,Rap",rap,4
4557,Guys Like Me,Eric Church,"Country,Rock",country,2
4558,Guys Like Me,Eric Church,"Country,Rock",rock,2
4559,Guys My Age,Hey Violet,Pop,pop,1
4560,Gyalchester,Drake,"Rap,R&;B,Pop",rap,3
4561,Gyalchester,Drake,"Rap,R&;B,Pop",r&b,3
4562,Gyalchester,Drake,"Rap,R&;B,Pop",pop,3
4564,Gypsy,Shakira,"Folk,Pop",pop,2
4566,H*A*M,Kanye West Jay Z,"East Coast,Orchestral,Trap,Rap",rap,4
4567,H.O.L.Y.,Florida Georgia Line,Country,country,1
4569,HP,Maluma,"Colombia,Reggaeton,Latin Pop,Latin Music,Latin Urban,En Espa\xc3\xb1ol,Pop",pop,7
4571,HYFR,Drake,"Canada,Rap",rap,2
4572,Habits,Tove Lo,"Electro-Pop,Synth-Pop,Pop",pop,3
4573,Hail To The King,Avenged Sevenfold,Rock,rock,1
4575,Hair,Lady Gaga,"Techno,Electronic Rock,Electro-Pop,Synth-Pop,Electronic,Pop",rock,6
4576,Hair,Lady Gaga,"Techno,Electronic Rock,Electro-Pop,Synth-Pop,Electronic,Pop",pop,6
4577,Hair,Lady Gaga,"Techno,Electronic Rock,Electro-Pop,Synth-Pop,Electronic,Pop",dance/electronic/house,6
4578,Half Of My Heart,John Mayer,Rock,rock,1
4579,Halfway Gone,Lifehouse,Rock,rock,1
4580,Halfway Off The Balcony,Big Sean,Rap,rap,1
4581,Halfway There,Big Time Rush,"Pop,West Coast,Electro-Pop,Dance-Pop,Boy Band",pop,5
4584,Hall Of Fame,The Script,"Ireland,Pop-Rock,Philosophy,Pop,Rock",pop,5
4585,Hall Of Fame,The Script,"Ireland,Pop-Rock,Philosophy,Pop,Rock",rock,5
4586,Hallelujah,Jordan Smith,R&;B,r&b,1
4587,Hallelujah,"Justin Timberlake, Matt Morris",Pop,pop,1
4588,Hallelujah,Kate Voegele,Pop,pop,1
4590,Hallelujah,Leonard Cohen,"Eighties,Adult Alternative,Indie Pop,Alternative Pop,Alternative Rock,Indie Rock,Indie,Alternative,Folk Rock,Singer-Songwriter,Ballad,Rock,Folk",alternative/indie,13
4591,Hallelujah,Leonard Cohen,"Eighties,Adult Alternative,Indie Pop,Alternative Pop,Alternative Rock,Indie Rock,Indie,Alternative,Folk Rock,Singer-Songwriter,Ballad,Rock,Folk",pop,13
4592,Hallelujah,Leonard Cohen,"Eighties,Adult Alternative,Indie Pop,Alternative Pop,Alternative Rock,Indie Rock,Indie,Alternative,Folk Rock,Singer-Songwriter,Ballad,Rock,Folk",rock,13
4593,Hallelujah,Lindsey Stirling,Pop,pop,1
4594,Hallelujah,Panic! At The Disco,"Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Punk Rock,Pop-Rock,Christian,Power Pop,Rock,Pop",pop,10
4595,Hallelujah,Panic! At The Disco,"Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Punk Rock,Pop-Rock,Christian,Power Pop,Rock,Pop",alternative/indie,10
4596,Hallelujah,Panic! At The Disco,"Alternative Pop,Alternative,Alternative Rock,Pop-Punk,Punk Rock,Pop-Rock,Christian,Power Pop,Rock,Pop",rock,10
4599,Hallelujah,Pentatonix,"A Cappella,Christmas,Pop",pop,3
4600,Hallelujah,k.d. lang,Pop,pop,1
4602,Halo,Beyonce,"Ballad,R&;B,Pop",r&b,3
4603,Halo,Beyonce,"Ballad,R&;B,Pop",pop,3
4605,Halo,Jordan Smith,"Screen,Pop",pop,2
4607,Halo / Walking On Sunshine,Glee Cast,"TV,Screen,Soundtrack,Cover,Mashup,Pop",pop,6
4608,HandClap,Fitz And The Tantrums,"Adult Alternative,Alternative Dance,Electro-Pop,Indie Pop,Neo Soul,Alternative Pop,Alternative,Pop",alternative/indie,8
4609,HandClap,Fitz And The Tantrums,"Adult Alternative,Alternative Dance,Electro-Pop,Indie Pop,Neo Soul,Alternative Pop,Alternative,Pop",dance/electronic/house,8
4610,HandClap,Fitz And The Tantrums,"Adult Alternative,Alternative Dance,Electro-Pop,Indie Pop,Neo Soul,Alternative Pop,Alternative,Pop",pop,8
4612,Handgun,YG,"Trap,West Coast,Rap",rap,3
4614,Handlebars,Flobots,Rap,rap,1
4615,Hands Clean,Alanis Morissette,Rock,rock,1
4616,Hands To Myself,Selena Gomez,Pop,pop,1
4618,Hands Up,Lloyd Banks,"Gaming,Rap",rap,2
4619,Handsome And Wealthy,Migos,Rap,rap,1
4620,Hangin' On,Chris Young,Country,country,1
4621,Hanginaround,Counting Crows,"Adult Alternative,Alternative Rock,Pop-Rock,Rock",alternative/indie,4
4622,Hanginaround,Counting Crows,"Adult Alternative,Alternative Rock,Pop-Rock,Rock",rock,4
4623,Hanginaround,Counting Crows,"Adult Alternative,Alternative Rock,Pop-Rock,Rock",pop,4
4624,Hanging By A Moment,Lifehouse,"Indie Rock,Alternative,Pop-Rock,Adult Alternative,Post-Grunge,Alternative Rock,Rock",rock,7
4625,Hanging By A Moment,Lifehouse,"Indie Rock,Alternative,Pop-Rock,Adult Alternative,Post-Grunge,Alternative Rock,Rock",alternative/indie,7
4626,Hanging By A Moment,Lifehouse,"Indie Rock,Alternative,Pop-Rock,Adult Alternative,Post-Grunge,Alternative Rock,Rock",pop,7
4628,Hanging On,Cheyenne Kimball,Pop,pop,1
4629,Hangover,PSY,"K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop,Rap",pop,3
4630,Hangover,PSY,"K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop,Rap",rap,3
4631,Hangover,Taio Cruz,Rap,rap,1
4633,Happier,Ed Sheeran,"UK,Pop",pop,2
4634,Happier,"Marshmello, Bastille","Adult Alternative,Producer,Alternative Dance,Alternative Pop,Alternative Rock,Adult Contemporary,Electro-Pop,Future Bass,Electronic,Dance,Pop",alternative/indie,11
4636,Happier,"Marshmello, Bastille","Adult Alternative,Producer,Alternative Dance,Alternative Pop,Alternative Rock,Adult Contemporary,Electro-Pop,Future Bass,Electronic,Dance,Pop",dance/electronic/house,11
4637,Happier,"Marshmello, Bastille","Adult Alternative,Producer,Alternative Dance,Alternative Pop,Alternative Rock,Adult Contemporary,Electro-Pop,Future Bass,Electronic,Dance,Pop",pop,11
4638,Happier,"Marshmello, Bastille","Adult Alternative,Producer,Alternative Dance,Alternative Pop,Alternative Rock,Adult Contemporary,Electro-Pop,Future Bass,Electronic,Dance,Pop",rock,11
4640,Happily Ever After,Case,"Neo Soul,Soul Pop,Soul,Ballad,R&;B",pop,5
4641,Happily Ever After,Case,"Neo Soul,Soul Pop,Soul,Ballad,R&;B",r&b,5
4643,Happy,Ashanti,"Soul,R&;B",r&b,2
4644,Happy,Leona Lewis,Pop,pop,1
4645,Happy,Pharrell Williams,"Funk-Pop,Funk,Adult Alternative,Adult Contemporary,Screen,Soundtrack,Soul Pop,R&;B,Pop",pop,9
4647,Happy,Pharrell Williams,"Funk-Pop,Funk,Adult Alternative,Adult Contemporary,Screen,Soundtrack,Soul Pop,R&;B,Pop",alternative/indie,9
4648,Happy,Pharrell Williams,"Funk-Pop,Funk,Adult Alternative,Adult Contemporary,Screen,Soundtrack,Soul Pop,R&;B,Pop",r&b,9
4649,Happy Days Are Here Again / Get Happy,Glee Cast,Pop,pop,1
4650,Happy Little Pill,Troye Sivan,Pop,pop,1
4652,Happy Now,"Zedd, Elley Duhe","Electro,Pop,Dance,Electronic,Electro-Pop,Deutschland",pop,6
4653,Happy Now,"Zedd, Elley Duhe","Electro,Pop,Dance,Electronic,Electro-Pop,Deutschland",dance/electronic/house,6
4655,Happy People,R. Kelly,"Soul,Soul Pop,Pop,R&;B",pop,4
4656,Happy People,R. Kelly,"Soul,Soul Pop,Pop,R&;B",r&b,4
4657,Happy Xmas,The Fray,Pop,pop,1
4658,Happy?,Mudvayne,Rock,rock,1
4659,Hard,Rihanna,"Trap,Rap",rap,2
4660,Hard Times,Paramore,"Adult Alternative,Synth-Pop,New Wave,Alternative Pop,Electronic Rock,Pop-Rock,Rock,Pop",alternative/indie,8
4661,Hard Times,Paramore,"Adult Alternative,Synth-Pop,New Wave,Alternative Pop,Electronic Rock,Pop-Rock,Rock,Pop",pop,8
4663,Hard Times,Paramore,"Adult Alternative,Synth-Pop,New Wave,Alternative Pop,Electronic Rock,Pop-Rock,Rock,Pop",rock,8
4664,Hard To Love,Lee Brice,"Country,Rock",country,2
4665,Hard To Love,Lee Brice,"Country,Rock",rock,2
4666,Hardaway,Derez De'Shon,Rap,rap,1
4667,Harder To Breathe,Maroon 5,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",rock,7
4668,Harder To Breathe,Maroon 5,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",alternative/indie,7
4669,Harder To Breathe,Maroon 5,"Indie Rock,Alternative,Funk Rock,Alternative Rock,Pop-Rock,Rock,Pop",pop,7
4670,Harlem Shake,Baauer,"Dance,Memes,Electronic,Pop",dance/electronic/house,4
4672,Harlem Shake,Baauer,"Dance,Memes,Electronic,Pop",pop,4
4673,Hate,Plain White T's,Pop,pop,1
4674,Hate It Or Love It,The Game,"Hip-Hop,West Coast,Gangsta Rap,Conscious Hip-Hop,Rap",hip hop,5
4676,Hate It Or Love It,The Game,"Hip-Hop,West Coast,Gangsta Rap,Conscious Hip-Hop,Rap",rap,5
4677,Hate Me,Blue October,"Alternative Rock,Rock",rock,2
4678,Hate Sleeping Alone,Drake,"R&;B,Canada,Rap",r&b,3
4680,Hate Sleeping Alone,Drake,"R&;B,Canada,Rap",rap,3
4681,Hate That I Love You,Rihanna,R&;B,r&b,1
4682,Hate To Say I Told You So,The Hives,"Indie Rock,Punk Rock,Soundtrack,Alternative Rock,Garage Punk,Rock",rock,6
4684,Hate U Love U,Olivia O'Brien,Pop,pop,1
4685,Haunted,Taylor Swift,"Pop-Rock,Country,Pop",pop,3
4686,Haunted,Taylor Swift,"Pop-Rock,Country,Pop",country,3
4688,Havana,Camila Cabello,"World Music,Atlanta,Tropical House,R&;B,Cuba,Latin Music,Trap,Rap,Latin Pop,Pop",dance/electronic/house,10
4689,Havana,Camila Cabello,"World Music,Atlanta,Tropical House,R&;B,Cuba,Latin Music,Trap,Rap,Latin Pop,Pop",r&b,10
4690,Havana,Camila Cabello,"World Music,Atlanta,Tropical House,R&;B,Cuba,Latin Music,Trap,Rap,Latin Pop,Pop",rap,10
4691,Havana,Camila Cabello,"World Music,Atlanta,Tropical House,R&;B,Cuba,Latin Music,Trap,Rap,Latin Pop,Pop",pop,10
4692,Have A Nice Day,Bon Jovi,"Hard Rock,Rock",rock,2
4694,Have It All,Jason Mraz,"Adult Contemporary,Adult Alternative,Rock,Pop-Rock,Pop",alternative/indie,5
4695,Have It All,Jason Mraz,"Adult Contemporary,Adult Alternative,Rock,Pop-Rock,Pop",rock,5
4696,Have It All,Jason Mraz,"Adult Contemporary,Adult Alternative,Rock,Pop-Rock,Pop",pop,5
4697,Have You Forgotten?,Darryl Worley,Country,country,1
4698,Have Yourself A Merry Little Christmas,Sam Smith,Pop,pop,1
4700,Haven't Met You Yet,Michael Buble,"Jazz,Pop",pop,2
4701,He Can't Love U,Jagged Edge,R&;B,r&b,1
4702,He Could Be The One,Hannah Montana,"Pop-Rock,Disney,Soundtrack,Pop",pop,4
4704,He Didn't Have To Be,Brad Paisley,"Country,Rock",country,2
4705,He Didn't Have To Be,Brad Paisley,"Country,Rock",rock,2
4706,He Gets That From Me,Reba McEntire,Country,country,1
4707,He Is,Heather Headley,Rap,rap,1
4708,He Loves U Not,Dream,Pop,pop,1
4710,He Wasn't Man Enough,Toni Braxton,"Soul,R&;B",r&b,2
4712,Head Above Water,Avril Lavigne,"Piano,Ballad,Canada,Christian Rock,Gospel,Christian,Pop-Rock,Pop",rock,8
4713,Head Above Water,Avril Lavigne,"Piano,Ballad,Canada,Christian Rock,Gospel,Christian,Pop-Rock,Pop",pop,8
4714,Head Over Boots,Jon Pardi,Country,country,1
4715,HeadBand,B.o.B,Rap,rap,1
4716,Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Punk Rock,Pop-Rock,Pop-Punk,Emo,Rock",alternative/indie,12
4717,Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Punk Rock,Pop-Rock,Pop-Punk,Emo,Rock",pop,12
4718,Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,"Indie,Indie Pop,Indie Rock,Pop,Alternative Pop,Alternative,Alternative Rock,Punk Rock,Pop-Rock,Pop-Punk,Emo,Rock",rock,12
4721,Headlights,Eminem,"SHADYXV,Producer,Rap",rap,3
4723,Headlines,Drake,"Canada,Rap",rap,2
4724,Headsprung,LL Cool J,Rap,rap,1
4726,Headstrong,Trapt,"Nu-Metal,Alternative Rock,Rock",rock,3
4727,Hear Me Calling,Juice WRLD,"Cloud Rap,Trap,Dancehall,Afrobeats,Rap",rap,5
4728,Hear Me Calling,Juice WRLD,"Cloud Rap,Trap,Dancehall,Afrobeats,Rap",dance/electronic/house,5
4730,Heard 'Em Say,Kanye West,"Soul Pop,Hip-Hop,Piano,Rap,Producer",pop,5
4731,Heard 'Em Say,Kanye West,"Soul Pop,Hip-Hop,Piano,Rap,Producer",hip hop,5
4733,Heard 'Em Say,Kanye West,"Soul Pop,Hip-Hop,Piano,Rap,Producer",rap,5
4735,Heard It All Before,Sunshine Anderson,"Neo Soul,Soul Pop,R&;B",pop,3
4736,Heard It All Before,Sunshine Anderson,"Neo Soul,Soul Pop,R&;B",r&b,3
4737,Heart Attack,Demi Lovato,Pop,pop,1
4738,Heart Attack,Enrique Iglesias,Pop,pop,1
4739,Heart Attack,Trey Songz,R&;B,r&b,1
4740,Heart Like Mine,Miranda Lambert,"Country,Rock",country,2
