,Name,Artists,Genre,solo_genre,og_genre_count
12486,Up To The Mountain,Crystal Bowersox,Pop,pop,1
12487,Up!,Shania Twain,"Pop,Country,Rock",pop,3
12488,Up!,Shania Twain,"Pop,Country,Rock",country,3
12489,Up!,Shania Twain,"Pop,Country,Rock",rock,3
12490,Upgrade U,Beyonce,"Rap,R&;B,Pop",rap,3
12491,Upgrade U,Beyonce,"Rap,R&;B,Pop",r&b,3
12492,Upgrade U,Beyonce,"Rap,R&;B,Pop",pop,3
12494,Uprising,Muse,"Soundtrack,Alternative Rock,Progressive Rock,Art Rock,Rock",rock,5
12495,Uproar,Lil Wayne,Rap,rap,1
12496,Upside Down,Jack Johnson,"Pop,Jazz Fusion,Acoustic,Pop-Rock,Sing Along,Soundtrack,Screen,Folk Rock,Folk,Adult Alternative,Adult Contemporary,Rock",pop,12
12498,Upside Down,Jack Johnson,"Pop,Jazz Fusion,Acoustic,Pop-Rock,Sing Along,Soundtrack,Screen,Folk Rock,Folk,Adult Alternative,Adult Contemporary,Rock",rock,12
12499,Upside Down,Jack Johnson,"Pop,Jazz Fusion,Acoustic,Pop-Rock,Sing Along,Soundtrack,Screen,Folk Rock,Folk,Adult Alternative,Adult Contemporary,Rock",alternative/indie,12
12500,Uptown Girl,Glee Cast,Pop,pop,1
12502,Uptown Vibes,Meek Mill,"East Coast,Latin Urban,En Espa\xc3\xb1ol,Latin Music,Latin Trap,Rap",rap,6
12503,Use Somebody,Kings Of Leon,"Pop-Rock,Pop,Rock",pop,3
12504,Use Somebody,Kings Of Leon,"Pop-Rock,Pop,Rock",rock,3
12505,Used 2,Lil Wayne,"Trap,East Coast,Rap",rap,3
12507,Used To,Drake,"Trap,Canada,Rap",rap,3
12510,Used To Love U,John Legend,"Neo Soul,Soul,Soul Pop,Producer,R&;B",pop,5
12511,Used To Love U,John Legend,"Neo Soul,Soul,Soul Pop,Producer,R&;B",r&b,5
12512,Used To Love You,Gwen Stefani,Pop,pop,1
12513,Used To Love You Sober,Kane Brown,Country,country,1
12515,Used To This,Future,"Atlanta,Canada,Rap",rap,3
12517,V. 3005,Childish Gambino,"Producer,Rap",rap,2
12518,V.S.O.P.,K. Michelle,"R&;B,Rap",r&b,2
12519,V.S.O.P.,K. Michelle,"R&;B,Rap",rap,2
12520,Va Va Voom,Nicki Minaj,"Synth-Pop,Pop,Rap",pop,3
12521,Va Va Voom,Nicki Minaj,"Synth-Pop,Pop,Rap",rap,3
12523,Vaina Loca,"Ozuna, Manuel Turizo","Latin Urban,Reggaeton,Latin Pop,Pop,Latin Music,En Espa\xc3\xb1ol",pop,6
12525,Valerie,Glee Cast,"TV,Soul,Cover,Soundtrack,Screen,Pop",pop,6
12526,Valuable Pain,YoungBoy Never Broke Again,Rap,rap,1
12527,Vanilla Twilight,Owl City,"Electronic,Pop",dance/electronic/house,2
12528,Vanilla Twilight,Owl City,"Electronic,Pop",pop,2
12530,Vans,The Pack,"West Coast,Hyphy,Rap",rap,3
12532,Velvet,Chris Jamison,"The Voice,Pop",pop,2
12533,Venus,Lady Gaga,"Electronic,Pop",dance/electronic/house,2
12534,Venus,Lady Gaga,"Electronic,Pop",pop,2
12536,Versace,Migos,"Canada,Remix,Trap,Rap",rap,4
12537,Versace On The Floor,Bruno Mars,"R&;B,Pop",r&b,2
12538,Versace On The Floor,Bruno Mars,"R&;B,Pop",pop,2
12539,Vertigo,Khalid,R&;B,r&b,1
12541,Vertigo,U2,"Ireland,Rock",rock,2
12542,Vice,Miranda Lambert,Country,country,1
12543,Victorious,Panic! At The Disco,"Rock,Synth-Pop,Power Pop,Pop-Rock,Pop",rock,5
12544,Victorious,Panic! At The Disco,"Rock,Synth-Pop,Power Pop,Pop-Rock,Pop",pop,5
12546,Victory Lap,Nipsey Hussle,"West Coast,Rap",rap,2
12548,Video,India.Arie,"Soul,R&;B",r&b,2
12550,Video Games,Lana Del Rey,"Ballad,Baroque Pop,Indie Pop,Pop",pop,4
12552,Video Phone,Beyonce,"Crunk,R&;B,Pop",r&b,3
12553,Video Phone,Beyonce,"Crunk,R&;B,Pop",pop,3
12555,Views,Drake,"Canada,Rap",rap,2
12556,Ville Mentality,J. Cole,Rap,rap,1
12557,Violent Crimes,Kanye West,Rap,rap,1
12558,Violet Hill,Coldplay,"Alternative,Alternative Rock,UK,Rock",alternative/indie,4
12559,Violet Hill,Coldplay,"Alternative,Alternative Rock,UK,Rock",rock,4
12561,Vitamin R,Chevelle,Rock,rock,1
12562,Viva La Vida,Coldplay,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Chamber Music,Baroque Pop,British Rock,Soundtrack,Alternative,UK,Alternative Rock,Rock",pop,12
12563,Viva La Vida,Coldplay,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Chamber Music,Baroque Pop,British Rock,Soundtrack,Alternative,UK,Alternative Rock,Rock",alternative/indie,12
12565,Viva La Vida,Coldplay,"Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Chamber Music,Baroque Pop,British Rock,Soundtrack,Alternative,UK,Alternative Rock,Rock",rock,12
12567,Vivir Mi Vida,Marc Anthony,"Salsa,Latin Music,Pop,En Espa\xc3\xb1ol",pop,4
12568,Vivrant Thing,Q,Rap,rap,1
12569,Voices,Chris Young,Country,country,1
12570,Vulnerable,Secondhand Serenade,Pop,pop,1
12571,WAKA,6ix9ine,"Trap,Rap",rap,2
12572,WTF,Missy Elliott,Rap,rap,1
12573,Wadsyaname,Nelly,Rap,rap,1
12574,Wagon Wheel,Darius Rucker,"Country,Rock",country,2
12575,Wagon Wheel,Darius Rucker,"Country,Rock",rock,2
12576,Wait,Maroon 5,"R&;B,Pop",r&b,2
12577,Wait,Maroon 5,"R&;B,Pop",pop,2
12578,Wait,Ying Yang Twins,"Hardcore Hip-Hop,Crunk,Dirty South,Memes,Rap",hip hop,5
12580,Wait,Ying Yang Twins,"Hardcore Hip-Hop,Crunk,Dirty South,Memes,Rap",rap,5
12581,Wait A Minute,Ray J,"R&;B,Rap",r&b,2
12582,Wait A Minute,Ray J,"R&;B,Rap",rap,2
12583,Wait A Minute,The Pussycat Dolls,"Pop,Dance",pop,2
12584,Wait A Minute,The Pussycat Dolls,"Pop,Dance",dance/electronic/house,2
12585,Wait For A Minute,"Tyga, Justin Bieber",Rap,rap,1
12586,Wait For You,Elliott Yamin,Pop,pop,1
12587,Waitin' On A Woman,Brad Paisley,"Country,Rock",country,2
12588,Waitin' On A Woman,Brad Paisley,"Country,Rock",rock,2
12589,Waiting For Superman,Daughtry,Rock,rock,1
12590,Waiting For The End,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Rock,Rap",alternative/indie,5
12591,Waiting For The End,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Rock,Rap",rock,5
12592,Waiting For The End,Linkin Park,"Alternative,Alternative Rock,Electronic Rock,Rock,Rap",rap,5
12593,Waiting For Tonight,Jennifer Lopez,"Dance-Pop,Latin Pop,Dance,Pop",pop,4
12594,Waiting For Tonight,Jennifer Lopez,"Dance-Pop,Latin Pop,Dance,Pop",dance/electronic/house,4
12595,Waiting For You,Seal,Pop,pop,1
12597,Waiting On The World To Change,John Mayer,"Protest Songs,Singer-Songwriter,Adult Alternative,Adult Contemporary,Pop-Rock,Soul,Blues Rock,Rock",alternative/indie,8
12598,Waiting On The World To Change,John Mayer,"Protest Songs,Singer-Songwriter,Adult Alternative,Adult Contemporary,Pop-Rock,Soul,Blues Rock,Rock",pop,8
12599,Waiting On The World To Change,John Mayer,"Protest Songs,Singer-Songwriter,Adult Alternative,Adult Contemporary,Pop-Rock,Soul,Blues Rock,Rock",rock,8
12600,Wake Me Up When September Ends,Green Day,"Adult Alternative,Emo,Alternative Rock,Ballad,Punk Rock,Rock",alternative/indie,6
12602,Wake Me Up When September Ends,Green Day,"Adult Alternative,Emo,Alternative Rock,Ballad,Punk Rock,Rock",rock,6
12603,Wake Up,Fetty Wap,Rap,rap,1
12604,Wake Up,Hilary Duff,"Electro-Pop,Pop-Rock,Pop",pop,3
12605,Wake Up,Travis Scott,"Trap,R&;B,Canada,Rap",rap,4
12606,Wake Up,Travis Scott,"Trap,R&;B,Canada,Rap",r&b,4
12608,Wake Up Call,Maroon 5,"Adult Alternative,Rock,Pop-Rock,Pop",alternative/indie,4
12609,Wake Up Call,Maroon 5,"Adult Alternative,Rock,Pop-Rock,Pop",rock,4
12610,Wake Up Call,Maroon 5,"Adult Alternative,Rock,Pop-Rock,Pop",pop,4
12612,Wake Up In The Sky,"Gucci Mane, Bruno Mars, Kodak Black","Island Music,R&;B,Trap,Pop,Rap",r&b,5
12613,Wake Up In The Sky,"Gucci Mane, Bruno Mars, Kodak Black","Island Music,R&;B,Trap,Pop,Rap",rap,5
12614,Wake Up In The Sky,"Gucci Mane, Bruno Mars, Kodak Black","Island Music,R&;B,Trap,Pop,Rap",pop,5
12615,Wake Up Lovin' You,Craig Morgan,Country,country,1
12616,Waking Up In Vegas,Katy Perry,"Pop-Rock,Power Pop,Pop",pop,3
12618,Walk,Foo Fighters,"Post-Grunge,Grunge,Alternative Rock,Indie Rock,Hard Rock,Rock",rock,6
12619,Walk A Little Straighter,Billy Currington,"Country,Rock",country,2
12620,Walk A Little Straighter,Billy Currington,"Country,Rock",rock,2
12621,Walk Away,Kelly Clarkson,"Pop-Rock,Pop,Rock",pop,3
12622,Walk Away,Kelly Clarkson,"Pop-Rock,Pop,Rock",rock,3
12623,Walk Away,Paula DeAnda,"R&;B,Pop",r&b,2
12624,Walk Away,Paula DeAnda,"R&;B,Pop",pop,2
12626,Walk It Out,Unk,"East Coast,Atlanta,Dirty South,Remix,Rap",rap,5
12628,Walk It Talk It,Migos,"Motown,Canada,Trap,Rap",rap,4
12629,Walk Me Home,P!nk,Pop,pop,1
12631,Walk On Water,Eminem,"Ballad,Piano,Rap",rap,3
12632,Walk Thru,Rich Homie Quan,Rap,rap,1
12634,Walked Outta Heaven,Jagged Edge,"Soul,R&;B",r&b,2
12635,Walkin' On The Moon,The,"Pop,Electronic,R&;B,Rap",pop,4
12636,Walkin' On The Moon,The,"Pop,Electronic,R&;B,Rap",dance/electronic/house,4
12637,Walkin' On The Moon,The,"Pop,Electronic,R&;B,Rap",r&b,4
12638,Walkin' On The Moon,The,"Pop,Electronic,R&;B,Rap",rap,4
12639,Walking,Mary Mary,Pop,pop,1
12641,Walking Away,Craig David,"UK,R&;B",r&b,2
12642,Walking In Memphis,Lonestar,Country,country,1
12643,Walking On A Dream,Empire Of The Sun,"Adult Alternative,Soundtrack,Pop,Dance-Pop,Alternative Rock,Alternative Pop,Alternative Dance,Psychedelic Rock,Synth Rock,Synth-Pop,New Wave,Pop-Rock,Indie Rock,Indie Pop,Rock",alternative/indie,15
12645,Walking On A Dream,Empire Of The Sun,"Adult Alternative,Soundtrack,Pop,Dance-Pop,Alternative Rock,Alternative Pop,Alternative Dance,Psychedelic Rock,Synth Rock,Synth-Pop,New Wave,Pop-Rock,Indie Rock,Indie Pop,Rock",pop,15
12646,Walking On A Dream,Empire Of The Sun,"Adult Alternative,Soundtrack,Pop,Dance-Pop,Alternative Rock,Alternative Pop,Alternative Dance,Psychedelic Rock,Synth Rock,Synth-Pop,New Wave,Pop-Rock,Indie Rock,Indie Pop,Rock",rock,15
12647,Walking On A Dream,Empire Of The Sun,"Adult Alternative,Soundtrack,Pop,Dance-Pop,Alternative Rock,Alternative Pop,Alternative Dance,Psychedelic Rock,Synth Rock,Synth-Pop,New Wave,Pop-Rock,Indie Rock,Indie Pop,Rock",dance/electronic/house,15
12648,Walking On Air,Katy Perry,Pop,pop,1
12650,Wall To Wall,Chris Brown,"DMV,Rap,Pop",rap,3
12651,Wall To Wall,Chris Brown,"DMV,Rap,Pop",pop,3
12653,Wanksta,50 Cent,"East Coast,SHADYXV,Rap",rap,3
12654,Wanna Be A Baller,Lil' Troy,Rap,rap,1
12655,Wanna Be Startin' Somethin',Glee Cast,Pop,pop,1
12656,Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,"Dance,R&;B,Pop",dance/electronic/house,3
12657,Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,"Dance,R&;B,Pop",r&b,3
12658,Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,"Dance,R&;B,Pop",pop,3
12659,Wanna Be That Song,Brett Eldredge,Country,country,1
12660,Wanna Get To Know You,G,Rap,rap,1
12661,"Want It, Need It",Plies,Rap,rap,1
12662,Want To,Sugarland,"Country,Rock",country,2
12663,Want To,Sugarland,"Country,Rock",rock,2
12664,Want To Want Me,Jason Derulo,"Pop,R&;B",pop,2
12665,Want To Want Me,Jason Derulo,"Pop,R&;B",r&b,2
12666,Want U Back,Cher Lloyd,"Alternative,Indie,Electronic Pop,Electro-Pop,Alternative Pop,Indie Pop,Bubblegum Pop,Pop",alternative/indie,8
12667,Want U Back,Cher Lloyd,"Alternative,Indie,Electronic Pop,Electro-Pop,Alternative Pop,Indie Pop,Bubblegum Pop,Pop",pop,8
12668,Want You Back,5 Seconds Of Summer,"Pop-Rock,Australia,Electro-Pop,Pop",pop,4
12670,Wanted,Hunter Hayes,"Country,Rock",country,2
12671,Wanted,Hunter Hayes,"Country,Rock",rock,2
12672,Wanted,Jessie James,Country,country,1
12673,Wanted Dead Or Alive,Chris Daughtry,Pop,pop,1
12675,Wanted You,NAV,"East Coast,Rap",rap,2
12676,Wanted You More,Lady Antebellum,Country,country,1
12678,Warm It Up,Logic,"DMV,Trap,Rap",rap,3
12679,Warrior,Nelly,Rap,rap,1
12681,Wassup,Logic,"DMV,Trap,Rap",rap,3
12682,Waste It On Me,Steve Aoki,"Dance,Pop",dance/electronic/house,2
12683,Waste It On Me,Steve Aoki,"Dance,Pop",pop,2
12684,Wasted,Carrie Underwood,Country,country,1
12685,Wasted,Gucci Mane,Pop,pop,1
12686,Wasted,Juice WRLD,"Alternative,Cloud Rap,Trap,Emo Rap,Emo,Rap",alternative/indie,6
12687,Wasted,Juice WRLD,"Alternative,Cloud Rap,Trap,Emo Rap,Emo,Rap",rap,6
12689,Wasted,Tiesto,"Dance,House,Electronic,Pop",dance/electronic/house,4
12690,Wasted,Tiesto,"Dance,House,Electronic,Pop",pop,4
12691,Wasted Love,Matt McAndrew,"Rock,The Voice,Pop",rock,3
12693,Wasted Love,Matt McAndrew,"Rock,The Voice,Pop",pop,3
12694,Wasted Time,Keith Urban,Country,country,1
12695,Wasted Times,The Weeknd,"Electro-Pop,Pop,Electronic,Canada,R&;B",pop,5
12696,Wasted Times,The Weeknd,"Electro-Pop,Pop,Electronic,Canada,R&;B",dance/electronic/house,5
12698,Wasted Times,The Weeknd,"Electro-Pop,Pop,Electronic,Canada,R&;B",r&b,5
12699,Wasteland,10 Years,"Alternative Metal,Rock",alternative/indie,2
12700,Wasteland,10 Years,"Alternative Metal,Rock",rock,2
12701,Wasting All These Tears,Cassadee Pope,Country,country,1
12702,Wasting My Time,Default,"Alternative Rock,Hard Rock,Post-Grunge,Rock",rock,4
12704,Wat Da Hook Gon Be,Murphy Lee,Rap,rap,1
12705,Wat U Mean,Dae Dae,"Trap,Rap",rap,2
12706,Watch,Travis Scott,"Trap,Rap",rap,2
12708,Watch Me,"Bella Thorne, Zendaya","Cover,Disney,Soundtrack,Dance,Dance-Pop,Pop",dance/electronic/house,6
12709,Watch Me,"Bella Thorne, Zendaya","Cover,Disney,Soundtrack,Dance,Dance-Pop,Pop",pop,6
12710,Watch Me,Silento,"Pop,Rap",pop,2
12711,Watch Me,Silento,"Pop,Rap",rap,2
12712,Watch Out,2 Chainz,Rap,rap,1
12713,Watch Out Now,The Beatnuts,Rap,rap,1
12714,Watch The Wind Blow By,Tim McGraw,"Country,Rock",country,2
12715,Watch The Wind Blow By,Tim McGraw,"Country,Rock",rock,2
12716,Watching Airplanes,Gary Allan,Pop,pop,1
12717,Watching You,Rodney Atkins,Country,country,1
12718,Water,Brad Paisley,Country,country,1
12719,Water,Ugly God,"Trap,Memes,Rap",rap,3
12721,Water Under The Bridge,Adele,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",alternative/indie,8
12723,Water Under The Bridge,Adele,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",dance/electronic/house,8
12724,Water Under The Bridge,Adele,"Adult Alternative,Adult Contemporary,Ballad,Disco,Tropical House,Trip-Hop,UK,Pop",pop,8
12725,Wave On Wave,Pat Green,Country,country,1
12727,Waves,Kanye West,"DMV,Gospel,R&;B,Trap,Rap",r&b,5
12728,Waves,Kanye West,"DMV,Gospel,R&;B,Trap,Rap",rap,5
12729,Waves,Mr. Probz,Pop,pop,1
12731,Wavin' Flag,K'Naan,"Football (Soccer),Rap",rap,2
12732,Way Down We Go,Kaleo,"Alternative,Alternative Rock,Adult Alternative,Blues Rock,Rock",alternative/indie,5
12733,Way Down We Go,Kaleo,"Alternative,Alternative Rock,Adult Alternative,Blues Rock,Rock",rock,5
12734,Way Of Life,Lil Wayne,Rap,rap,1
12735,Way Out Here,Josh Thompson,Pop,pop,1
12736,We Are Never Ever Getting Back Together,Taylor Swift,"Dance-Pop,Country,Pop-Rock,Pop",pop,4
12737,We Are Never Ever Getting Back Together,Taylor Swift,"Dance-Pop,Country,Pop-Rock,Pop",country,4
12738,We Are Tonight,Billy Currington,"Country,Rock",country,2
12739,We Are Tonight,Billy Currington,"Country,Rock",rock,2
12740,We Are Young,Glee Cast,Pop,pop,1
12741,We Are Young,fun.,"Alternative Pop,Indie Rock,Alternative Rock,Piano,Adult Contemporary,Indie Pop,Adult Alternative,Ballad,Pop,Rock",pop,10
12742,We Are Young,fun.,"Alternative Pop,Indie Rock,Alternative Rock,Piano,Adult Contemporary,Indie Pop,Adult Alternative,Ballad,Pop,Rock",rock,10
12744,We Are Young,fun.,"Alternative Pop,Indie Rock,Alternative Rock,Piano,Adult Contemporary,Indie Pop,Adult Alternative,Ballad,Pop,Rock",alternative/indie,10
12746,We Ball,Meek Mill,"Memorial,Rap",rap,2
12748,We Be Burnin',Sean Paul,"Jamaica,Pop,Dancehall,Rap",pop,4
12749,We Be Burnin',Sean Paul,"Jamaica,Pop,Dancehall,Rap",dance/electronic/house,4
12750,We Be Burnin',Sean Paul,"Jamaica,Pop,Dancehall,Rap",rap,4
12751,We Belong Together,Gavin DeGraw,Pop,pop,1
12752,We Belong Together,Mariah Carey,"R&;B,Pop",r&b,2
12753,We Belong Together,Mariah Carey,"R&;B,Pop",pop,2
12754,We Can't Be Friends,Deborah Cox With R.L.,Pop,pop,1
12755,We Can't Stop,Miley Cyrus,"R&;B,Pop",r&b,2
12756,We Can't Stop,Miley Cyrus,"R&;B,Pop",pop,2
12757,We Danced,Brad Paisley,"Country,Rock",country,2
12758,We Danced,Brad Paisley,"Country,Rock",rock,2
12759,We Dem Boyz,Wiz Khalifa,"Trap,Hip-Hop,Memes,Rap",rap,4
12760,We Dem Boyz,Wiz Khalifa,"Trap,Hip-Hop,Memes,Rap",hip hop,4
12762,We Don't Get Down Like Y'all,T.I.,Rap,rap,1
12763,We Don't Talk Anymore,Charlie Puth,Pop,pop,1
12765,We Fly High,Jim Jones,"Producer,Rap",rap,2
12766,We Found Love,Glee Cast,Pop,pop,1
12767,We Found Love,Rihanna,"Electro-Pop,Electronic,R&;B,Pop",pop,4
12768,We Found Love,Rihanna,"Electro-Pop,Electronic,R&;B,Pop",dance/electronic/house,4
12769,We Found Love,Rihanna,"Electro-Pop,Electronic,R&;B,Pop",r&b,4
12771,We Got The Beat,Glee Cast,"Soundtrack,Cover,Pop",pop,3
12773,We Know The Way,"Opetaia Foa'i, Lin","Disney,Soundtrack,Pop",pop,3
12774,We Made It,Busta Rhymes,Rap,rap,1
12775,We Made You,Eminem,"Pop,Rap",pop,2
12776,We Made You,Eminem,"Pop,Rap",rap,2
12777,We Might Be Dead By Tomorrow,Soko,Rock,rock,1
12779,We Need A Resolution,Aaliyah,"Soul,Soul Pop,Pop,R&;B,Rap",pop,5
12780,We Need A Resolution,Aaliyah,"Soul,Soul Pop,Pop,R&;B,Rap",r&b,5
12781,We Need A Resolution,Aaliyah,"Soul,Soul Pop,Pop,R&;B,Rap",rap,5
12783,We No Speak Americano,"Yolanda Be Cool, Dcup","Memes,Pop",pop,2
12785,We Own It,"2 Chainz, Wiz Khalifa","East Coast,Soundtrack,Rap",rap,3
12786,We Own The Night,The Wanted,"Pop,Dance-Pop",pop,2
12787,We Owned The Night,Lady Antebellum,Country,country,1
12788,We R Who We R,Ke$ha,Pop,pop,1
12790,We Rock,Cast Of Camp Rock,"Disney,Soundtrack,Pop",pop,3
12791,We Run The Night,Havana Brown,Rap,rap,1
12792,We Run This,Missy Elliott,Rap,rap,1
12793,We Takin' Over,DJ Khaled,Rap,rap,1
12794,We The People....,A Tribe Called Quest,"Conscious Hip-Hop,Boom Bap,Politics,East Coast,Rap",hip hop,5
12796,We The People....,A Tribe Called Quest,"Conscious Hip-Hop,Boom Bap,Politics,East Coast,Rap",rap,5
12797,We Went,Randy Houser,Country,country,1
12798,We Weren't Born To Follow,Bon Jovi,Rock,rock,1
12799,We Weren't Crazy,Josh Gracin,Country,country,1
12800,We Will Become Silhouettes,The Postal Service,"Electronic,Indie Rock,Rock",dance/electronic/house,3
12801,We Will Become Silhouettes,The Postal Service,"Electronic,Indie Rock,Rock",rock,3
12802,We'll Be A Dream,WE the Kings,Pop,pop,1
12804,We'll Be Fine,Drake,"Canada,Rap",rap,2
12806,We're All In This Together,High School Musical Cast,"Disney,Soundtrack,Pop",pop,3
12807,We've Got Tonight,Phillip Phillips,Pop,pop,1
12808,Weak,AJR,"Trap,Electro-Pop,Electronic,Indie Pop,Pop",rap,5
12809,Weak,AJR,"Trap,Electro-Pop,Electronic,Indie Pop,Pop",pop,5
12810,Weak,AJR,"Trap,Electro-Pop,Electronic,Indie Pop,Pop",dance/electronic/house,5
12811,Weak And Powerless,A Perfect Circle,"Alternative Rock,Rock",rock,2
12813,Weather The Storm,DJ Khaled,"Atlanta,Trap,Rap",rap,3
12814,Welcome 2 Detroit,Trick,Rap,rap,1
12815,Welcome Christmas,Glee Cast,Pop,pop,1
12817,Welcome To Jamrock,"Damian ""Jr. Gong"" Marley","Reggae,Soundtrack,Hip-Hop,Jamaica,Dancehall,Rap",hip hop,6
12818,Welcome To Jamrock,"Damian ""Jr. Gong"" Marley","Reggae,Soundtrack,Hip-Hop,Jamaica,Dancehall,Rap",dance/electronic/house,6
12819,Welcome To Jamrock,"Damian ""Jr. Gong"" Marley","Reggae,Soundtrack,Hip-Hop,Jamaica,Dancehall,Rap",rap,6
12820,Welcome To My Hood,DJ Khaled,Rap,rap,1
12821,Welcome To My Life,Simple Plan,Rock,rock,1
12822,Welcome To New York,Taylor Swift,"Synth-Pop,Pop",pop,2
12823,Welcome To The Black Parade,My Chemical Romance,"Punk Rock,Hard Rock,Post-Hardcore,Emo,Alternative Rock,Pop-Punk,Rock",rock,7
12825,Welcome To The Black Parade,My Chemical Romance,"Punk Rock,Hard Rock,Post-Hardcore,Emo,Alternative Rock,Pop-Punk,Rock",pop,7
12826,Welcome To The Future,Brad Paisley,Country,country,1
12828,Welcome To The Party,"Diplo, French Montana, Lil Pump","Marvel,Hard Bass,Bassline,Cloud Rap,Electronic,Trap,Soundtrack,Dance,Rap,Pop",rap,10
12829,Welcome To The Party,"Diplo, French Montana, Lil Pump","Marvel,Hard Bass,Bassline,Cloud Rap,Electronic,Trap,Soundtrack,Dance,Rap,Pop",dance/electronic/house,10
12830,Welcome To The Party,"Diplo, French Montana, Lil Pump","Marvel,Hard Bass,Bassline,Cloud Rap,Electronic,Trap,Soundtrack,Dance,Rap,Pop",pop,10
12832,Wesley's Theory,Kendrick Lamar,"Jazz-Funk,Jazz Fusion,Soul,P-Funk,Gangsta Rap,Conscious Hip-Hop,Producer,Funk,G-Funk,West Coast,Rap",rap,11
12833,Wesley's Theory,Kendrick Lamar,"Jazz-Funk,Jazz Fusion,Soul,P-Funk,Gangsta Rap,Conscious Hip-Hop,Producer,Funk,G-Funk,West Coast,Rap",hip hop,11
12834,West Coast,Lana Del Rey,"Psychedelic Rock,Alternative,Rock,Trip-Hop,Dream-Pop,Pop,Alternative Pop",rock,7
12835,West Coast,Lana Del Rey,"Psychedelic Rock,Alternative,Rock,Trip-Hop,Dream-Pop,Pop,Alternative Pop",alternative/indie,7
12837,West Coast,Lana Del Rey,"Psychedelic Rock,Alternative,Rock,Trip-Hop,Dream-Pop,Pop,Alternative Pop",pop,7
12838,West Side Story,LFO,Pop,pop,1
12840,Weston Road Flows,Drake,"Canada,Rap",rap,2
12841,Westside Story,The Game,Rap,rap,1
12843,Wet Dreamz,J. Cole,"Producer,Rap",rap,2
12845,Wet The Bed,Chris Brown,"DMV,R&;B,Rap",r&b,3
12846,Wet The Bed,Chris Brown,"DMV,R&;B,Rap",rap,3
12847,Wetter,Twista,Rap,rap,1
12848,What A Beautiful Day,Chris Cagle,Country,country,1
12849,"What A Catch, Donnie",Fall Out Boy,"Alternative Pop,Alternative,Punk Rock,Pop-Rock,Ballad,Alternative Rock,Pop-Punk,Emo,Rock",pop,9
12850,"What A Catch, Donnie",Fall Out Boy,"Alternative Pop,Alternative,Punk Rock,Pop-Rock,Ballad,Alternative Rock,Pop-Punk,Emo,Rock",alternative/indie,9
12851,"What A Catch, Donnie",Fall Out Boy,"Alternative Pop,Alternative,Punk Rock,Pop-Rock,Ballad,Alternative Rock,Pop-Punk,Emo,Rock",rock,9
12853,What A Girl Wants,Christina Aguilera,"R&;B,Pop",r&b,2
12854,What A Girl Wants,Christina Aguilera,"R&;B,Pop",pop,2
12855,What About Love,Austin Mahone,Rock,rock,1
12856,What About Me,Lil Wayne,"Alternative R&;B,Rap",alternative/indie,2
12857,What About Me,Lil Wayne,"Alternative R&;B,Rap",rap,2
12858,What About Now,Daughtry,"Alternative,Alternative Rock,Pop,Pop-Rock,Rock",alternative/indie,5
12859,What About Now,Daughtry,"Alternative,Alternative Rock,Pop,Pop-Rock,Rock",rock,5
12860,What About Now,Daughtry,"Alternative,Alternative Rock,Pop,Pop-Rock,Rock",pop,5
12861,What About Now,Lonestar,Country,country,1
12863,What About Us,P!nk,"LGBTQ+,Electro-Pop,Pop",pop,3
12864,What About Us?,Brandy,"R&;B,Pop",r&b,2
12865,What About Us?,Brandy,"R&;B,Pop",pop,2
12866,What Am I Gonna Do,Tyrese,R&;B,r&b,1
12867,What Are Words,Chris Medina,Rock,rock,1
12868,What Are You So Afraid Of,XXXTENTACION,"Pop,Acoustic,R&;B",pop,3
12870,What Are You So Afraid Of,XXXTENTACION,"Pop,Acoustic,R&;B",r&b,3
12872,What Do I Know?,Ed Sheeran,"UK,Pop",pop,2
12873,What Do Ya Think About That,Montgomery Gentry,Pop,pop,1
12875,What Do You Mean?,Justin Bieber,"Canada,Tropical House,Electro-Pop,Electronic,Pop",dance/electronic/house,5
12876,What Do You Mean?,Justin Bieber,"Canada,Tropical House,Electro-Pop,Electronic,Pop",pop,5
12877,What Do You Say,Reba,Country,country,1
12878,What Do You Say To That,George Strait,"Country,Rock",country,2
12879,What Do You Say To That,George Strait,"Country,Rock",rock,2
12880,What Do You Want,Jerrod Niemann,"Country,Rock",country,2
12881,What Do You Want,Jerrod Niemann,"Country,Rock",rock,2
12882,What Doesn't Kill You,Glee Cast,Pop,pop,1
12884,What Hurts The Most,Cascada,"Cover,Pop",pop,2
12886,What Hurts The Most,Rascal Flatts,"Disney,Soundtrack,Country,Rock",country,4
12887,What Hurts The Most,Rascal Flatts,"Disney,Soundtrack,Country,Rock",rock,4
12888,What I Did For Love,Glee Cast,Pop,pop,1
12890,What I Do,Chris Brown,"DMV,Rap",rap,2
